Goggle Type,Features,Stock #,Packaging
Chemical splash goggles,"Durable polycarbonate lens, Indirect ventilation, Side shields, Fits over prescription glasses, Soft flexible vinyl frame and nose bridge, ANSI compliant",CSP115,Individually poly bagged
