#,Description,Bit Type
"9/16"" Hex Pin",MP1511,#10 Torx
"5/32"" Hex Pin",MP1512,#20 Torx
"3/16"" Hex Pin",MP1513,#25 Torx
,MP1514,#30 Torx
,MP1515,#10 Torx
,MP1516,#15 Torx
,MP1517,#25 Torx
