NO.," ""STOCK #"""," ""STEEL SET INCLUDES"""," ""PIECES"""
" ""12 Plug Taps", 5 Adj. 1 O.D. Round Dies," 1 T-Handle Tap Wrench 1/8 - 1/2"""," ""12"""
