NO.," ""STOCK #"""," ""STEEL SET INCLUDES"""," ""PIECES"""
" ""22 Plug Taps", 10 Adj. 1 O.D. Round Dies," 1 T-Handle Tap Wrench 1/8 - 1/2"""," ""22"""
