STOCK #,LENGTH x WIDTH x THICKNESS,INCHES,MM,APPLICATION,TUBED
JSTC45166,4 x 5/16 x .050,100 x 8 x 1.3,6,Fiberglass & Plaster Boards,T-SHANK
