Description,Stock #
"Contains 3 cards per size Phillips and Slotted #2 x 3-1/2"" SCDE141 17/64"" x 3-1/2"" SCDE121 #2 x 8"" SCDE135 3/16"" x 8"" SCDE111",SCDE18
