Product,Description,Features,Stock #,Size,Units per Pack
METALGLAS CLEANER & POLISHER,"Deep cleans all metals, glass and porcelain surfaces","Non-acid formula, Fills in hairline scratches, Improves surface brightness",MG2016,16 oz.,1
