DESCRIPTION,STOCK #,DESCRIPTION.1,STOCK #.1
"6 ea.: 1/8"", 5/32"", 3/16"", 1/4",BPW36,5 Pc. Metric Set. Carbide Tipped Drills in Wooden Box Sizes:,BPW61136B
