DIA.," ""STOCK #"""," ""SIZE"""," ""HOLE"""," ""LENGTH"""," ""WIDTH"""," ""RPM"""," ""BOX"""
"12\"", WBPJ12"""," ""12\"""""," ""1\"""""," ""3-1/8\"""""," ""3/8\"""""," ""6000"""," ""1""",
