STOCK #,STEEL,NO. OF PIECES,SET INCLUDES
TDS66045C,HIGH CARBON,45,"20 Plug Taps, 20 Adj. Round Dies, 2 Die Stock 1"" & 2"" O.D., 2 Tap Wrenches: #5, #7, 1 Screwdriver"
